Geography,variable,population
British Columbia / Colombie-Britannique ( 26.1%),Other fields of study,265
British Columbia / Colombie-Britannique ( 26.1%),Males aged 15 years and over by major field of study - Classification of Instructional Programs (CIP) 2011,1775440
British Columbia / Colombie-Britannique ( 26.1%),"No postsecondary certificate, diploma or degree_1",780705
British Columbia / Colombie-Britannique ( 26.1%),Education_1,38305
British Columbia / Colombie-Britannique ( 26.1%),"Visual and performing arts, and communications technologies_1",41540
British Columbia / Colombie-Britannique ( 26.1%),Humanities_1,48440
British Columbia / Colombie-Britannique ( 26.1%),Social and behavioural sciences and law_1,76455
British Columbia / Colombie-Britannique ( 26.1%),"Business, management and public administration_1",159065
British Columbia / Colombie-Britannique ( 26.1%),Physical and life sciences and technologies_1,43360
British Columbia / Colombie-Britannique ( 26.1%),"Mathematics, computer and information sciences_1",45275
British Columbia / Colombie-Britannique ( 26.1%),"Architecture, engineering, and related technologies_1",387355
British Columbia / Colombie-Britannique ( 26.1%),"Agriculture, natural resources and conservation_1",32450
British Columbia / Colombie-Britannique ( 26.1%),Health and related fields_1,60985
British Columbia / Colombie-Britannique ( 26.1%),"Personal, protective and transportation services_1",61445
British Columbia / Colombie-Britannique ( 26.1%),Other fields of study_1,70
British Columbia / Colombie-Britannique ( 26.1%),Females aged 15 years and over by major field of study - Classification of Instructional Programs (CIP) 2011,1871395
British Columbia / Colombie-Britannique ( 26.1%),"No postsecondary certificate, diploma or degree_2",836355
British Columbia / Colombie-Britannique ( 26.1%),Education_2,111680
British Columbia / Colombie-Britannique ( 26.1%),"Visual and performing arts, and communications technologies_2",47690
British Columbia / Colombie-Britannique ( 26.1%),Humanities_2,71905
British Columbia / Colombie-Britannique ( 26.1%),Social and behavioural sciences and law_2,133195
British Columbia / Colombie-Britannique ( 26.1%),"Business, management and public administration_2",253275
British Columbia / Colombie-Britannique ( 26.1%),Physical and life sciences and technologies_2,36625
British Columbia / Colombie-Britannique ( 26.1%),"Mathematics, computer and information sciences_2",27430
British Columbia / Colombie-Britannique ( 26.1%),"Architecture, engineering, and related technologies_2",33755
British Columbia / Colombie-Britannique ( 26.1%),"Agriculture, natural resources and conservation_2",16820
British Columbia / Colombie-Britannique ( 26.1%),Health and related fields_2,247895
British Columbia / Colombie-Britannique ( 26.1%),"Personal, protective and transportation services_2",54570
British Columbia / Colombie-Britannique ( 26.1%),Other fields of study_2,200
British Columbia / Colombie-Britannique ( 26.1%),Total population aged 15 years and over by location of study compared with province or territory of residence,3646840
British Columbia / Colombie-Britannique ( 26.1%),"No postsecondary certificate, diploma or degree_3",1617055
British Columbia / Colombie-Britannique ( 26.1%),"With postsecondary certificate, diploma or degree",2029785
British Columbia / Colombie-Britannique ( 26.1%),Location of study inside Canada,1570340
British Columbia / Colombie-Britannique ( 26.1%),Same as province or territory of residence,1205290
British Columbia / Colombie-Britannique ( 26.1%),Another province or territory,365045
British Columbia / Colombie-Britannique ( 26.1%),Location of study outside Canada,459445
British Columbia / Colombie-Britannique ( 26.1%),Males aged 15 years and over by location of study compared with province or territory of residence,1775440
British Columbia / Colombie-Britannique ( 26.1%),"No postsecondary certificate, diploma or degree_4",780705
British Columbia / Colombie-Britannique ( 26.1%),"With postsecondary certificate, diploma or degree_1",994740
British Columbia / Colombie-Britannique ( 26.1%),Location of study inside Canada_1,768770
British Columbia / Colombie-Britannique ( 26.1%),Same as province or territory of residence_1,582610
British Columbia / Colombie-Britannique ( 26.1%),Another province or territory_1,186165
British Columbia / Colombie-Britannique ( 26.1%),Location of study outside Canada_1,225965
British Columbia / Colombie-Britannique ( 26.1%),Females aged 15 years and over by location of study compared with province or territory of residence,1871400
British Columbia / Colombie-Britannique ( 26.1%),"No postsecondary certificate, diploma or degree_5",836350
British Columbia / Colombie-Britannique ( 26.1%),"With postsecondary certificate, diploma or degree_2",1035045
British Columbia / Colombie-Britannique ( 26.1%),Location of study inside Canada_2,801565
British Columbia / Colombie-Britannique ( 26.1%),Same as province or territory of residence_2,622680
British Columbia / Colombie-Britannique ( 26.1%),Another province or territory_2,178885
British Columbia / Colombie-Britannique ( 26.1%),Location of study outside Canada_2,233480
British Columbia / Colombie-Britannique ( 26.1%),Total population aged 15 years and over by language used most often at work,2529755
British Columbia / Colombie-Britannique ( 26.1%),Single responses,2499160
British Columbia / Colombie-Britannique ( 26.1%),English_3,2416845
British Columbia / Colombie-Britannique ( 26.1%),French_3,5390
British Columbia / Colombie-Britannique ( 26.1%),Non-official languages,76915
British Columbia / Colombie-Britannique ( 26.1%),"Chinese, n.o.s._3",16965
British Columbia / Colombie-Britannique ( 26.1%),Cantonese_3,15175
British Columbia / Colombie-Britannique ( 26.1%),Panjabi (Punjabi)_3,17435
British Columbia / Colombie-Britannique ( 26.1%),Mandarin_3,10905
British Columbia / Colombie-Britannique ( 26.1%),Spanish_6,1245
British Columbia / Colombie-Britannique ( 26.1%),Korean_9,5345
British Columbia / Colombie-Britannique ( 26.1%),German_6,650
British Columbia / Colombie-Britannique ( 26.1%),Cree languages_3,0
British Columbia / Colombie-Britannique ( 26.1%),Portuguese_6,245
British Columbia / Colombie-Britannique ( 26.1%),Inuktitut_3,0
British Columbia / Colombie-Britannique ( 26.1%),Other languages,8950
British Columbia / Colombie-Britannique ( 26.1%),Multiple responses,30595
British Columbia / Colombie-Britannique ( 26.1%),English and French,3060
British Columbia / Colombie-Britannique ( 26.1%),English and non-official language,27100
British Columbia / Colombie-Britannique ( 26.1%),French and non-official language,40
British Columbia / Colombie-Britannique ( 26.1%),"English, French and non-official language",395
British Columbia / Colombie-Britannique ( 26.1%),Males aged 15 years and over by language used most often at work,1303265
British Columbia / Colombie-Britannique ( 26.1%),Single responses_1,1288360
British Columbia / Colombie-Britannique ( 26.1%),English_4,1246930
British Columbia / Colombie-Britannique ( 26.1%),French_4,1550
British Columbia / Colombie-Britannique ( 26.1%),Non-official languages_1,39880
British Columbia / Colombie-Britannique ( 26.1%),"Chinese, n.o.s._4",8850
British Columbia / Colombie-Britannique ( 26.1%),Cantonese_4,7675
British Columbia / Colombie-Britannique ( 26.1%),Panjabi (Punjabi)_4,9365
British Columbia / Colombie-Britannique ( 26.1%),Mandarin_4,5920
British Columbia / Colombie-Britannique ( 26.1%),Spanish_7,680
British Columbia / Colombie-Britannique ( 26.1%),Korean_10,2890
British Columbia / Colombie-Britannique ( 26.1%),German_7,365
British Columbia / Colombie-Britannique ( 26.1%),Cree languages_4,0
British Columbia / Colombie-Britannique ( 26.1%),Portuguese_7,85
British Columbia / Colombie-Britannique ( 26.1%),Inuktitut_4,0
British Columbia / Colombie-Britannique ( 26.1%),Other languages_1,4050
British Columbia / Colombie-Britannique ( 26.1%),Multiple responses_1,14910
British Columbia / Colombie-Britannique ( 26.1%),English and French_1,1295
British Columbia / Colombie-Britannique ( 26.1%),English and non-official language_1,13395
British Columbia / Colombie-Britannique ( 26.1%),French and non-official language_1,30
British Columbia / Colombie-Britannique ( 26.1%),"English, French and non-official language_1",185
British Columbia / Colombie-Britannique ( 26.1%),Females aged 15 years and over by language used most often at work,1226485
British Columbia / Colombie-Britannique ( 26.1%),Single responses_2,1210800
British Columbia / Colombie-Britannique ( 26.1%),English_5,1169915
British Columbia / Colombie-Britannique ( 26.1%),French_5,3845
British Columbia / Colombie-Britannique ( 26.1%),Non-official languages_2,37035
British Columbia / Colombie-Britannique ( 26.1%),"Chinese, n.o.s._5",8110
British Columbia / Colombie-Britannique ( 26.1%),Cantonese_5,7500
British Columbia / Colombie-Britannique ( 26.1%),Panjabi (Punjabi)_5,8070
British Columbia / Colombie-Britannique ( 26.1%),Mandarin_5,4985
British Columbia / Colombie-Britannique ( 26.1%),Spanish_8,570
British Columbia / Colombie-Britannique ( 26.1%),Korean_11,2460
British Columbia / Colombie-Britannique ( 26.1%),German_8,285
British Columbia / Colombie-Britannique ( 26.1%),Cree languages_5,0
British Columbia / Colombie-Britannique ( 26.1%),Portuguese_8,160
British Columbia / Colombie-Britannique ( 26.1%),Inuktitut_5,0
British Columbia / Colombie-Britannique ( 26.1%),Other languages_2,4895
British Columbia / Colombie-Britannique ( 26.1%),Multiple responses_2,15685
British Columbia / Colombie-Britannique ( 26.1%),English and French_2,1765
British Columbia / Colombie-Britannique ( 26.1%),English and non-official language_2,13705
British Columbia / Colombie-Britannique ( 26.1%),French and non-official language_2,0
British Columbia / Colombie-Britannique ( 26.1%),"English, French and non-official language_2",210
British Columbia / Colombie-Britannique ( 26.1%),Total population aged 15 years and over by language used most often at work_1,2529750
British Columbia / Colombie-Britannique ( 26.1%),English_6,2416845
British Columbia / Colombie-Britannique ( 26.1%),French_6,5395
British Columbia / Colombie-Britannique ( 26.1%),Non-official language,76920
British Columbia / Colombie-Britannique ( 26.1%),Aboriginal,185
British Columbia / Colombie-Britannique ( 26.1%),Non-Aboriginal,76735
British Columbia / Colombie-Britannique ( 26.1%),English and French_3,3060
British Columbia / Colombie-Britannique ( 26.1%),English and non-official language_3,27100
British Columbia / Colombie-Britannique ( 26.1%),French and non-official language_3,40
British Columbia / Colombie-Britannique ( 26.1%),"English, French and non-official language_3",395
British Columbia / Colombie-Britannique ( 26.1%),Males aged 15 years and over by language used most often at work_1,1303265
British Columbia / Colombie-Britannique ( 26.1%),English_7,1246930
British Columbia / Colombie-Britannique ( 26.1%),French_7,1545
British Columbia / Colombie-Britannique ( 26.1%),Non-official language_1,39880
British Columbia / Colombie-Britannique ( 26.1%),Aboriginal_1,55
British Columbia / Colombie-Britannique ( 26.1%),Non-Aboriginal_1,39825
British Columbia / Colombie-Britannique ( 26.1%),English and French_4,1295
British Columbia / Colombie-Britannique ( 26.1%),English and non-official language_4,13395
British Columbia / Colombie-Britannique ( 26.1%),French and non-official language_4,30
British Columbia / Colombie-Britannique ( 26.1%),"English, French and non-official language_4",185
British Columbia / Colombie-Britannique ( 26.1%),Females aged 15 years and over by language used most often at work_1,1226485
British Columbia / Colombie-Britannique ( 26.1%),English_8,1169920
British Columbia / Colombie-Britannique ( 26.1%),French_8,3845
British Columbia / Colombie-Britannique ( 26.1%),Non-official language_2,37040
British Columbia / Colombie-Britannique ( 26.1%),Aboriginal_2,130
British Columbia / Colombie-Britannique ( 26.1%),Non-Aboriginal_2,36910
British Columbia / Colombie-Britannique ( 26.1%),English and French_5,1765
British Columbia / Colombie-Britannique ( 26.1%),English and non-official language_5,13705
British Columbia / Colombie-Britannique ( 26.1%),French and non-official language_5,0
British Columbia / Colombie-Britannique ( 26.1%),"English, French and non-official language_5",210
British Columbia / Colombie-Britannique ( 26.1%),Total population aged 15 years and over by labour force status,3646840
British Columbia / Colombie-Britannique ( 26.1%),In the labour force,2354245
British Columbia / Colombie-Britannique ( 26.1%),Employed,2171465
British Columbia / Colombie-Britannique ( 26.1%),Unemployed,182775
British Columbia / Colombie-Britannique ( 26.1%),Not in the labour force,1292595
British Columbia / Colombie-Britannique ( 26.1%),Participation rate,64.6
British Columbia / Colombie-Britannique ( 26.1%),Employment rate,59.5
British Columbia / Colombie-Britannique ( 26.1%),Unemployment rate,7.8
British Columbia / Colombie-Britannique ( 26.1%),Males aged 15 years and over by labour force status,1775445
British Columbia / Colombie-Britannique ( 26.1%),In the labour force_1,1223370
British Columbia / Colombie-Britannique ( 26.1%),Employed_1,1124590
British Columbia / Colombie-Britannique ( 26.1%),Unemployed_1,98785
British Columbia / Colombie-Britannique ( 26.1%),Not in the labour force_1,552070
British Columbia / Colombie-Britannique ( 26.1%),Participation rate_1,68.9
British Columbia / Colombie-Britannique ( 26.1%),Employment rate_1,63.3
British Columbia / Colombie-Britannique ( 26.1%),Unemployment rate_1,8.1
British Columbia / Colombie-Britannique ( 26.1%),Females aged 15 years and over by labour force status,1871400
British Columbia / Colombie-Britannique ( 26.1%),In the labour force_2,1130875
British Columbia / Colombie-Britannique ( 26.1%),Employed_2,1046875
British Columbia / Colombie-Britannique ( 26.1%),Unemployed_2,83990
British Columbia / Colombie-Britannique ( 26.1%),Not in the labour force_2,740525
British Columbia / Colombie-Britannique ( 26.1%),Participation rate_2,60.4
British Columbia / Colombie-Britannique ( 26.1%),Employment rate_2,55.9
British Columbia / Colombie-Britannique ( 26.1%),Unemployment rate_2,7.4
British Columbia / Colombie-Britannique ( 26.1%),Total labour force aged 15 years and over by class of worker,2354245
British Columbia / Colombie-Britannique ( 26.1%),Class of worker - Not applicable,48930
British Columbia / Colombie-Britannique ( 26.1%),All classes of worker,2305315
British Columbia / Colombie-Britannique ( 26.1%),Employee,1996990
British Columbia / Colombie-Britannique ( 26.1%),Self-employed,308330
British Columbia / Colombie-Britannique ( 26.1%),Male labour force aged 15 years and over by class of worker,1223375
British Columbia / Colombie-Britannique ( 26.1%),Class of worker - Not applicable_1,23630
British Columbia / Colombie-Britannique ( 26.1%),All classes of worker_1,1199745
British Columbia / Colombie-Britannique ( 26.1%),Employee_1,1006460
British Columbia / Colombie-Britannique ( 26.1%),Self-employed_1,193285
British Columbia / Colombie-Britannique ( 26.1%),Female labour force aged 15 years and over by class of worker,1130870
British Columbia / Colombie-Britannique ( 26.1%),Class of worker - Not applicable_2,25305
